empid,firstname,lastname,startdate,exitdate,title,supervisor,ademail,businessunit,employeeclassificationtype,terminationdescription,division,dob,state,jobfunctiondescription,gendercode,locationcode,racedesc,maritaldesc,current_employee_rating,department_type_id,performance_id,termination_type_id,employee_status_id,employee_type_id,payzone_name_id,age,department_id,department_name,employee_status_type,employee_type,payzone_id,payzone_name,performance_score,termination_type,age_range,performance_score_decoded,tenure,tenure_in_years
2505,Carleigh,Hendricks,2019-07-02,2025-10-06,Director of Sales,Kyle Day,carleigh.hendricks@bilearner.com,CCDR,Temporary,,Splicing,1988-05-01,MA,Tester,Male,23929,Asian,Single,1,16,2,1,3,2,1,37,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Unk,30s-40s,2,2288,6.2684931506849315
2508,Selina,Tapia,2018-11-18,2025-10-06,BI Developer,Kelsey Cochran,selina.tapia@bilearner.com,SVG,Part-Time,,Field Operations,1972-06-20,MA,Technician,Male,96865,Other,Single,5,16,2,1,3,3,2,53,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,2514,6.887671232876713
2515,Mayra,Lynn,2018-09-11,2025-10-06,Director of Sales,Michael Perez,mayra.lynn@bilearner.com,NEL,Full-Time,,General - Sga,1996-06-10,MA,Administrator,Male,88143,Hispanic,Single,4,16,2,1,3,2,2,29,16,IT/IS,Active,Contract,2,Zone A,Fully Meets,Unk,25s-30s,2,2582,7.073972602739726
1256,Noemi,Randall,2020-01-08,2025-10-06,Production Technician II,Adam Harmon,noemi.randall@bilearner.com,PL,Temporary,,Wireline Construction,1991-08-14,MA,Laborer,Female,16520,White,Widowed,3,13,2,1,3,2,2,34,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,30s-40s,2,2098,5.747945205479452
1257,Jazlene,Lozano,2021-10-16,2025-10-06,Production Technician II,Brandon Lane,jazlene.lozano@bilearner.com,BPC,Temporary,,Engineers,1978-11-07,MA,Engineer,Female,22868,Asian,Divorced,3,13,2,1,3,3,1,46,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,40s-50s,2,1451,3.9753424657534246
1258,Jennifer,Salazar,2022-06-29,2025-10-06,Production Technician II,Jeremy Thomas,jennifer.salazar@bilearner.com,CCDR,Temporary,,Aerial,1977-10-16,MA,Foreman,Female,59954,Other,Widowed,3,13,2,1,3,3,3,47,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,40s-50s,2,1195,3.2739726027397262
1264,Darius,Koch,2019-02-15,2025-10-06,Production Technician I,Veronica Alexander MD,darius.koch@bilearner.com,PL,Full-Time,,Field Operations,1998-10-23,MA,Director,Female,28097,Hispanic,Married,3,13,2,1,3,3,3,26,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,25s-30s,2,2425,6.6438356164383565
3126,Amelia,Mueller,2022-04-27,2025-10-06,Production Technician I,Samuel Frye,amelia.mueller@bilearner.com,WBL,Full-Time,,Project Management - Con,1978-07-02,MA,Coordinator,Male,35212,Black,Divorced,2,13,2,1,3,2,3,47,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,40s-50s,2,1258,3.4465753424657533
3127,Lillianna,Hull,2022-06-14,2022-12-05,Production Technician I,Stacey Robles,lillianna.hull@bilearner.com,NEL,Part-Time,Enjoy relationship page billion.,Project Management - Con,1991-10-26,MA,Supervisor,Male,3213,White,Married,2,13,2,4,3,1,2,33,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Resignation,30s-40s,2,174,0.4767123287671233
3128,Laci,Frederick,2019-01-13,2025-10-06,Production Technician I,James Flynn,laci.frederick@bilearner.com,PL,Temporary,,Field Operations,1974-04-15,MA,Technician,Female,7259,Black,Widowed,2,13,2,1,3,1,2,51,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,2458,6.734246575342466
3129,Jayda,Chapman,2019-06-21,2025-10-06,Production Technician I,Douglas Jacobson,jayda.chapman@bilearner.com,BPC,Part-Time,,Underground,1985-07-11,MA,Laborer,Female,11631,Black,Widowed,5,13,2,1,3,3,2,40,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Unk,40s-50s,2,2299,6.298630136986302
3130,Kennedy,Beard,2020-08-10,2023-01-14,Production Technician I,Scott Dawson,kennedy.beard@bilearner.com,CCDR,Temporary,Read nice continue itself attack happen.,Wireline Construction,1981-05-09,MA,Manager,Female,73890,Black,Widowed,5,13,2,5,3,1,2,44,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Voluntary,40s-50s,2,887,2.43013698630137
3132,Ximena,Suarez,2020-04-27,2022-10-18,Production Technician I,Brian Gregory,ximena.suarez@bilearner.com,EW,Full-Time,Program personal mean life source reach.,Field Operations,1979-09-20,MA,Laborer,Female,12694,Asian,Divorced,4,13,2,3,3,3,2,45,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Involuntary,40s-50s,2,904,2.4767123287671233
3135,Elle,Spears,2020-03-12,2023-06-06,Production Technician II,Jennifer Smith,elle.spears@bilearner.com,BPC,Temporary,Food information day art PM leader.,Project Management - Con,1993-04-25,MA,Administrative,Female,9790,White,Single,4,13,2,3,3,1,2,32,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Involuntary,30s-40s,2,1181,3.2356164383561645
3136,Cesar,Anderson,2022-11-16,2025-10-06,Production Technician II,Timothy Brown,cesar.anderson@bilearner.com,CCDR,Full-Time,,Project Management - Con,1997-05-17,MA,Foreman,Female,52077,Hispanic,Married,4,13,2,1,3,3,1,28,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,25s-30s,2,1055,2.8904109589041096
1267,Virginia,Wallace,2020-11-14,2020-12-22,Production Technician I,Sophia Bowman,virginia.wallace@bilearner.com,SVG,Full-Time,Better five blue particularly a media firm.,General - Con,1971-09-11,MA,Lineman,Female,91614,White,Divorced,3,13,2,5,3,1,3,53,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Voluntary,50s-60s,2,38,0.10410958904109589
1270,Yahir,Hill,2019-05-01,2019-12-31,Production Technician I,Adam Miller,yahir.hill@bilearner.com,TNS,Full-Time,When approach anyone hold along.,Field Operations,1967-10-17,MA,Laborer,Female,79937,Hispanic,Married,3,13,2,5,3,1,3,57,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Voluntary,50s-60s,2,244,0.6684931506849315
3146,Abril,Joseph,2018-12-16,2025-10-06,Production Technician I,Gregory Hall,abril.joseph@bilearner.com,TNS,Temporary,,Project Management - Con,1978-10-18,MA,Coordinator,Female,19021,White,Widowed,4,13,2,1,3,1,3,46,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Unk,40s-50s,2,2486,6.810958904109589
3147,Bobby,Levy,2023-07-17,2023-07-28,Production Technician I,Donna Yang,bobby.levy@bilearner.com,PYZ,Temporary,Member cost town create against decision.,General - Sga,1999-04-23,MA,Engineer,Male,48709,Hispanic,Divorced,5,13,2,3,3,2,1,26,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Involuntary,25s-30s,2,11,0.030136986301369864
3149,Teagan,Stevens,2021-03-01,2023-04-05,Production Technician I,Yvonne Bush,teagan.stevens@bilearner.com,NEL,Part-Time,Policy upon tend join individual direction yard.,Field Operations,1983-09-27,MA,Laborer,Female,19987,Black,Single,2,13,4,5,3,3,2,41,13,Production       ,Active,Full-Time,2,Zone A,Exceeds,Voluntary,40s-50s,3,765,2.095890410958904
3151,Khalil,Guzman,2022-02-26,2025-10-06,Production Technician I,Melissa Wheeler DDS,khalil.guzman@bilearner.com,BPC,Temporary,,Field Operations,1965-11-15,MA,Engineer,Female,81158,White,Widowed,4,13,4,1,3,1,3,59,13,Production       ,Active,Part-Time,3,Zone C,Exceeds,Unk,50s-60s,3,1318,3.610958904109589
3153,Jagger,Morgan,2019-11-29,2022-03-11,Production Technician I,Kathleen Johnson,jagger.morgan@bilearner.com,SVG,Full-Time,Seven trip current difference baby.,Field Operations,1994-12-13,MA,Technician,Female,96230,Other,Single,4,13,2,2,3,1,2,30,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Retirement,30s-40s,2,833,2.282191780821918
3157,Deegan,Pham,2019-03-10,2021-11-16,Production Technician II,Kimberly Collier,deegan.pham@bilearner.com,TNS,Full-Time,Capital series something again ever.,Billable Consultants,1984-03-16,MA,Engineer,Female,25266,White,Divorced,5,13,4,5,3,2,2,41,13,Production       ,Active,Contract,2,Zone A,Exceeds,Voluntary,40s-50s,3,982,2.6904109589041094
3158,Seth,Oneill,2023-05-30,2023-07-21,Production Technician II,Michael Hendricks,seth.oneill@bilearner.com,PYZ,Full-Time,More next spring around television million media.,General - Sga,1976-01-21,MA,Director,Female,35824,Hispanic,Divorced,2,13,4,2,3,1,2,49,13,Production       ,Active,Part-Time,2,Zone A,Exceeds,Retirement,40s-50s,3,52,0.14246575342465753
3199,Hannah,Jacobi,2018-11-22,2025-10-06,Production Technician I,Austin Burke,hannah.jacobi@bilearner.com,BPC,Full-Time,,Engineers,1978-01-17,MA,Engineer,Female,1778,Hispanic,Married,2,13,2,1,3,3,1,47,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,40s-50s,2,2510,6.876712328767123
3209,Daniel,Davis,2021-04-24,2025-10-06,Production Technician II,Jennifer Baker,daniel.davis@bilearner.com,PL,Full-Time,,General - Con,1983-03-17,MA,Technician,Male,2458,Hispanic,Widowed,5,13,2,1,3,2,2,42,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,40s-50s,2,1626,4.454794520547945
3210,Barbara M,Stanford,2020-05-12,2025-10-06,Production Technician I,Jessica Scott,barbara m.stanford@bilearner.com,WBL,Full-Time,,Aerial,1993-06-13,MA,Lineman,Female,2050,Hispanic,Divorced,5,13,2,1,3,3,2,32,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,1973,5.405479452054794
3214,Morissa,Power,2019-07-16,2025-10-06,Production Technician I,Danielle Green,morissa.power@bilearner.com,PYZ,Temporary,,General - Con,1972-12-22,MA,Laborer,Female,1742,Asian,Widowed,2,13,2,1,3,1,1,52,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Unk,50s-60s,2,2274,6.23013698630137
3282,Rebekah,Carpenter,2020-06-04,2025-10-06,Production Technician II,Stephanie Lewis,rebekah.carpenter@bilearner.com,EW,Full-Time,,Wireline Construction,1978-06-23,MA,Lineman,Female,54457,Asian,Married,3,13,2,1,3,3,1,47,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,40s-50s,2,1950,5.342465753424658
3062,Oliver,Dalton,2022-11-28,2025-10-06,Production Technician I,Courtney Poole,oliver.dalton@bilearner.com,BPC,Temporary,,General - Con,1987-11-16,MA,Supervisor,Female,71004,Asian,Divorced,1,13,2,1,3,1,2,37,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,1043,2.8575342465753426
3257,Sanaa,Reilly,2020-11-19,2025-10-06,Production Technician II,Jeffrey Terry,sanaa.reilly@bilearner.com,PL,Full-Time,,Wireline Construction,1986-04-10,MA,Laborer,Female,89893,Other,Single,3,13,2,1,3,3,2,39,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,1782,4.882191780821918
3872,Lorena,Rice,2018-08-10,2021-02-08,IT Support,Jeffrey Ramos,lorena.rice@bilearner.com,CCDR,Part-Time,Four yourself strong give focus meeting.,Engineers,1966-01-08,MA,Director,Female,48135,Asian,Single,3,16,2,4,3,2,1,59,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Resignation,50s-60s,2,913,2.5013698630136987
3939,Thomas,Murray,2019-09-05,2025-10-06,Data Analyst,Nicole Hill,thomas.murray@bilearner.com,CCDR,Part-Time,,General - Con,1992-09-04,TX,Foreman,Male,78230,Black,Married,3,16,2,1,3,1,2,33,16,IT/IS,Active,Part-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,2223,6.090410958904109
3993,Sienna,Preston,2022-06-22,2025-10-06,Data Analyst,Gregory Ramirez,sienna.preston@bilearner.com,PYZ,Full-Time,,Field Operations,1996-05-24,MA,Foreman,Female,42676,Asian,Married,3,16,2,1,3,2,3,29,16,IT/IS,Active,Contract,3,Zone C,Fully Meets,Unk,25s-30s,2,1202,3.293150684931507
3258,Slade,Randolph,2023-02-15,2025-10-06,Production Technician II,David Vargas,slade.randolph@bilearner.com,BPC,Temporary,,Aerial,1971-05-23,MA,Foreman,Male,27959,White,Single,2,13,2,1,3,1,1,54,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Unk,50s-60s,2,964,2.6410958904109587
2631,Darien,Young,2021-03-03,2025-10-06,Area Sales Manager,Maria Hale,darien.young@bilearner.com,MSC,Full-Time,,Catv,1998-04-09,ID,Foreman,Female,50389,Black,Widowed,2,18,2,1,3,3,3,27,18,Sales,Active,Full-Time,3,Zone C,Fully Meets,Unk,25s-30s,2,1678,4.597260273972603
2850,Carleigh,Schultz,2022-10-06,2022-10-16,Production Technician I,Victoria Williams,carleigh.schultz@bilearner.com,EW,Part-Time,Stand until high true effort kid.,General - Con,1972-07-29,MA,Technician,Male,6816,Hispanic,Divorced,1,13,4,2,3,3,3,53,13,Production       ,Active,Full-Time,3,Zone C,Exceeds,Retirement,50s-60s,3,10,0.0273972602739726
2851,Rihanna,Briggs,2020-09-21,2025-10-06,Production Technician I,Stephanie Gonzalez,rihanna.briggs@bilearner.com,MSC,Part-Time,,Field Operations,1967-03-05,MA,Construction Manager,Male,26839,Black,Divorced,4,13,2,1,3,3,1,58,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,50s-60s,2,1841,5.043835616438356
2855,Kale,Potter,2022-01-19,2025-10-06,Production Technician I,Michael Armstrong,kale.potter@bilearner.com,SVG,Full-Time,,Field Operations,1979-02-18,MA,Clerk,Female,75727,Black,Single,4,13,3,1,3,1,3,46,13,Production       ,Active,Part-Time,3,Zone C,Needs Improvement,Unk,40s-50s,1,1356,3.7150684931506848
2857,Dane,Owens,2019-07-19,2022-08-08,Production Technician I,Christina Young,dane.owens@bilearner.com,WBL,Part-Time,Create research source close.,General - Con,1974-11-01,MA,Laborer,Male,93847,White,Single,2,13,2,3,3,3,2,50,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Involuntary,50s-60s,2,1116,3.0575342465753423
2858,Colin,Simpson,2021-09-02,2022-11-14,Production Technician I,Kayla Chavez,colin.simpson@bilearner.com,BPC,Temporary,According foot decade argue poor hair.,Engineers,1974-01-14,MA,Engineer,Male,22983,Other,Married,5,13,2,2,3,3,3,51,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Retirement,50s-60s,2,438,1.2
2861,Judith,Savage,2018-10-06,2025-10-06,Production Technician I,Sharon Jones,judith.savage@bilearner.com,MSC,Full-Time,,General - Con,1986-07-13,MA,Technician,Male,31403,White,Widowed,2,13,2,1,3,3,3,39,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,2557,7.005479452054795
2864,Luke,Heath,2022-05-16,2025-10-06,Production Technician II,Jeffrey Robinson,luke.heath@bilearner.com,MSC,Full-Time,,Field Operations,1995-12-26,MA,Technician,Male,37065,Asian,Single,2,13,2,1,3,1,1,29,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Unk,25s-30s,2,1239,3.3945205479452056
2867,Gillian,Hawkins,2019-02-25,2025-10-06,Production Technician II,Matthew Payne,gillian.hawkins@bilearner.com,CCDR,Temporary,,Technology / It,1994-06-15,MA,Manager,Female,75033,White,Single,2,13,2,1,3,1,2,31,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,2415,6.616438356164384
2872,Greta,Horne,2020-06-29,2021-05-20,Production Technician I,Steven Myers,greta.horne@bilearner.com,PL,Full-Time,Certain nation hot sense enjoy.,Wireline Construction,1967-12-03,MA,Operator,Male,97145,Hispanic,Married,2,13,2,5,3,2,1,57,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Voluntary,50s-60s,2,325,0.8904109589041096
2873,Jordyn,Snyder,2022-03-28,2025-10-06,Production Technician I,Scott Brown,jordyn.snyder@bilearner.com,BPC,Full-Time,,Field Operations,1998-09-12,MA,Supervisor,Male,92640,Hispanic,Divorced,4,13,2,1,3,1,2,26,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,25s-30s,2,1288,3.5287671232876714
2875,Harley,Walker,2020-12-25,2021-09-13,Production Technician I,Wanda Murray,harley.walker@bilearner.com,SVG,Temporary,Keep many else little argue full the.,General - Con,1981-06-03,MA,Administrative,Female,60773,Black,Divorced,4,13,2,3,3,3,3,44,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Involuntary,40s-50s,2,262,0.7178082191780822
2880,Aimee,Berg,2021-06-11,2022-12-03,Production Technician I,Rodney Grant,aimee.berg@bilearner.com,WBL,Temporary,Produce seek result he political alone form.,General - Con,2000-08-21,MA,Safety Manager,Female,89647,Black,Single,4,13,2,2,3,2,2,25,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Retirement,25s-30s,2,540,1.4794520547945205
2884,Riley,Leon,2022-02-26,2025-10-06,Production Technician II,Larry Lewis,riley.leon@bilearner.com,SVG,Part-Time,,Wireline Construction,1979-09-14,MA,Technician,Male,76359,Other,Married,2,13,2,1,3,1,2,45,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,40s-50s,2,1318,3.610958904109589
2886,Michelle,Pearson,2020-08-06,2025-10-06,Production Technician II,Terry Bautista,michelle.pearson@bilearner.com,MSC,Temporary,,Field Operations,1983-10-30,MA,Supervisor,Male,93231,Asian,Married,2,13,2,1,3,2,2,41,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,40s-50s,2,1887,5.16986301369863
2890,Caitlyn,Vaughan,2022-10-07,2025-10-06,Production Technician I,Christopher Ball,caitlyn.vaughan@bilearner.com,TNS,Full-Time,,General - Sga,1988-07-20,MA,Director,Male,89622,Black,Single,2,13,2,1,3,3,2,37,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,1095,3.0
2896,Gia,Winters,2021-10-25,2025-10-06,Production Technician I,Stephanie Hill,gia.winters@bilearner.com,CCDR,Part-Time,,Field Operations,1979-11-28,MA,Laborer,Male,68059,Other,Divorced,4,13,2,1,3,3,1,45,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,40s-50s,2,1442,3.9506849315068493
2898,Angel,Santos,2019-12-20,2025-10-06,Production Technician I,Kenneth Vaughn,angel.santos@bilearner.com,EW,Full-Time,,Field Operations,1987-01-09,MA,Coordinator,Female,53945,Other,Single,4,13,2,1,3,2,2,38,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,30s-40s,2,2117,5.8
3680,Harrison,Hudson,2020-03-27,2025-10-06,Production Technician I,Felicia Ashley,harrison.hudson@bilearner.com,MSC,Full-Time,,Underground,1985-09-14,MA,Operator,Female,51584,Other,Divorced,3,13,2,1,3,1,1,39,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Unk,30s-40s,2,2019,5.531506849315068
3681,Taniya,Lane,2021-11-25,2025-10-06,Production Technician I,James Williams,taniya.lane@bilearner.com,TNS,Temporary,,Engineers,1976-03-17,MA,Project Manager,Female,75321,Black,Widowed,3,13,2,1,3,1,1,49,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Unk,40s-50s,2,1411,3.8657534246575342
1320,Estelle,Howard,2018-12-25,2025-10-06,Administrative Assistant,James Bell,estelle.howard@bilearner.com,WBL,Full-Time,,Wireline Construction,1983-09-06,MA,Billing,Female,2170,White,Widowed,3,14,2,1,3,1,1,42,14,Admin Offices,Active,Part-Time,1,Zone B,Fully Meets,Unk,40s-50s,2,2477,6.786301369863014
1312,Irene,Melton,2021-04-10,2025-10-06,Production Technician I,Edgar Moore,irene.melton@bilearner.com,TNS,Full-Time,,General - Eng,1997-08-09,MA,Technician,Female,47354,Black,Widowed,3,13,2,1,3,3,1,28,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,25s-30s,2,1640,4.493150684931507
1314,Marcel,Gomez,2021-10-13,2023-06-21,Production Technician I,Andrea Fowler,marcel.gomez@bilearner.com,WBL,Full-Time,Nation local peace nation blue official six.,General - Con,1996-08-30,MA,Technician,Female,91553,White,Divorced,3,13,2,2,3,2,3,29,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Retirement,25s-30s,2,616,1.6876712328767123
1870,Shelby,Frazier,2022-10-04,2025-10-06,Production Technician I,Steven Reid,shelby.frazier@bilearner.com,WBL,Full-Time,,Engineers,1992-03-31,MA,Engineer,Female,73361,Hispanic,Married,3,13,2,1,3,2,1,33,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Unk,30s-40s,2,1098,3.0082191780821916
1871,Lindsay,Becker,2021-08-23,2025-10-06,Production Technician I,Andrew Calderon,lindsay.becker@bilearner.com,NEL,Full-Time,,Wireline Construction,1996-08-09,MA,Laborer,Female,51310,White,Widowed,3,13,2,1,3,2,3,29,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,25s-30s,2,1505,4.123287671232877
3380,Victor,Ibarra,2023-06-27,2025-10-06,Production Technician I,Jonathan Richards,victor.ibarra@bilearner.com,EW,Temporary,,Field Operations,1984-12-19,MA,Technician,Male,9268,Black,Widowed,1,13,4,1,3,3,3,40,13,Production       ,Active,Full-Time,3,Zone C,Exceeds,Unk,40s-50s,3,832,2.2794520547945205
3660,Aron,Hester,2019-05-24,2025-10-06,Production Technician I,Joel Browning,aron.hester@bilearner.com,EW,Full-Time,,Field Operations,1974-06-21,MA,Supervisor,Male,73540,Hispanic,Single,3,13,4,1,3,3,2,51,13,Production       ,Active,Full-Time,2,Zone A,Exceeds,Unk,50s-60s,3,2327,6.375342465753425
1247,Ashanti,Scott,2019-03-04,2025-10-06,Production Technician I,Lisa Gonzalez,ashanti.scott@bilearner.com,EW,Part-Time,,Wireless,1972-03-26,MA,Foreman,Female,94026,Other,Single,3,13,2,1,3,1,3,53,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Unk,50s-60s,2,2408,6.597260273972603
3794,Ayden,Chambers,2018-09-09,2025-10-06,Production Technician I,Abigail Robinson,ayden.chambers@bilearner.com,BPC,Full-Time,,General - Con,1996-01-20,MA,Foreman,Male,40836,Asian,Widowed,5,13,2,1,3,2,2,29,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,25s-30s,2,2584,7.079452054794521
3795,Kaitlynn,Serrano,2022-07-14,2025-10-06,Production Technician I,Brandi Howell,kaitlynn.serrano@bilearner.com,CCDR,Part-Time,,General - Sga,1989-08-01,MA,Manager,Male,59081,White,Divorced,3,13,4,1,3,1,2,36,13,Production       ,Active,Part-Time,2,Zone A,Exceeds,Unk,30s-40s,3,1180,3.232876712328767
1293,Lawrence,Cross,2021-06-01,2023-04-29,Production Technician I,Ashley Craig,lawrence.cross@bilearner.com,CCDR,Full-Time,Line with read most.,Wireline Construction,1993-10-21,MA,Lineman,Female,60878,Asian,Single,3,13,2,5,3,2,1,31,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Voluntary,30s-40s,2,697,1.9095890410958904
1294,Kara,Barnes,2023-04-07,2023-05-07,Production Manager,Lisa Ward,kara.barnes@bilearner.com,EW,Part-Time,Choose thousand know often size company.,Wireline Construction,1970-09-28,MA,Laborer,Female,58589,Hispanic,Single,3,13,2,5,3,1,1,54,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Voluntary,50s-60s,2,30,0.0821917808219178
1295,Emery,Schmidt,2021-06-13,2025-10-06,Production Technician II,Richard Santos,emery.schmidt@bilearner.com,PYZ,Full-Time,,General - Con,1970-10-24,MA,Groundman,Female,26059,Other,Married,3,13,2,1,3,3,2,54,13,Production       ,Active,Full-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,1576,4.317808219178082
1298,Hallie,Delacruz,2023-02-25,2025-10-06,Production Technician II,Gerald Dunlap,hallie.delacruz@bilearner.com,PL,Temporary,,General - Con,1983-03-10,MA,Laborer,Female,12398,Black,Married,3,13,2,1,3,1,1,42,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Unk,40s-50s,2,954,2.6136986301369864
1300,Nia,Nicholson,2021-06-12,2025-10-06,Production Technician II,Angela Garcia,nia.nicholson@bilearner.com,CCDR,Temporary,,Field Operations,1967-09-05,MA,Laborer,Female,91189,Black,Married,3,13,2,1,3,2,1,58,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Unk,50s-60s,2,1577,4.32054794520548
1304,Kylie,Gilbert,2023-01-24,2025-10-06,Production Technician I,Amanda Barnes,kylie.gilbert@bilearner.com,WBL,Part-Time,,Safety,1996-02-13,MA,Safety,Female,47801,Asian,Widowed,3,13,2,1,3,3,1,29,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,25s-30s,2,986,2.7013698630136984
1397,John,Kretschmer,2018-12-25,2019-03-11,Production Technician I,Robert Gonzalez,john.kretschmer@bilearner.com,MSC,Part-Time,Science fall always move thank seat huge.,General - Con,1981-02-26,MA,Laborer,Male,1801,Other,Single,3,13,4,5,3,2,2,44,13,Production       ,Active,Contract,2,Zone A,Exceeds,Voluntary,40s-50s,3,76,0.20821917808219179
1177,Teresa,Farrell,2020-07-20,2025-10-06,Production Technician I,Shannon Cruz,teresa.farrell@bilearner.com,NEL,Temporary,,Aerial,1968-07-06,MA,Lineman,Female,13425,Other,Married,3,13,2,1,3,2,2,57,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,50s-60s,2,1904,5.2164383561643834
1179,Madeleine,Sherman,2022-07-16,2025-10-06,Production Technician I,Paige Calderon,madeleine.sherman@bilearner.com,PYZ,Full-Time,,Aerial,1990-09-08,MA,Supervisor,Male,92453,Black,Divorced,3,13,2,1,3,1,2,35,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,1178,3.2273972602739724
1847,Maverick,Lang,2022-12-03,2022-12-24,Production Technician I,Lee Lucas,maverick.lang@bilearner.com,MSC,Part-Time,Beat scene dream because by who ok.,Project Management - Con,2000-10-16,MA,Project Manager,Male,16653,Other,Divorced,3,13,3,4,3,3,3,24,13,Production       ,Active,Full-Time,3,Zone C,Needs Improvement,Resignation,20s-25s,1,21,0.057534246575342465
1848,Harold,Reid,2021-12-23,2025-10-06,Production Technician I,Lisa Reed,harold.reid@bilearner.com,TNS,Part-Time,,Engineers,2000-10-17,MA,Engineer,Male,40621,Black,Divorced,3,13,1,1,3,2,3,24,13,Production       ,Active,Contract,3,Zone C,PIP,Unk,20s-25s,0,1383,3.789041095890411
3304,Destiney,Kirby,2019-04-02,2025-10-06,Production Technician II,Cynthia Morgan,destiney.kirby@bilearner.com,TNS,Temporary,,Wireline Construction,1984-12-07,MA,Foreman,Female,71443,Other,Single,4,13,2,1,3,1,2,40,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,40s-50s,2,2379,6.517808219178082
1767,Kenneth,Peters,2023-02-10,2023-05-01,Production Technician I,Renee Beasley,kenneth.peters@bilearner.com,WBL,Full-Time,Maintain material discover discover.,General - Con,1995-12-31,MA,Supervisor,Female,39000,White,Divorced,3,13,2,2,3,2,2,29,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Retirement,25s-30s,2,80,0.2191780821917808
1768,Lucia,Hudson,2022-10-13,2023-05-02,Production Technician I,Scott Graves,lucia.hudson@bilearner.com,NEL,Temporary,Ask station everything race feeling by although.,Aerial,1977-02-26,MA,Lineman,Female,73245,Black,Married,3,13,2,5,3,2,3,48,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Voluntary,40s-50s,2,201,0.5506849315068493
